ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2390733,Source2,2,2018-12-11 21:28:11,2018-12-11 21:56:21,44.945229,-90.07943,,,0.0,Right lane blocked due to accident on WI-29 at Exit 145 WI-97.,S State Highway 97,Edgar,Marathon,WI,54426,US,US/Central,KAUW,2018-12-11 21:54:00,21.0,9.3,92.0,30.01,6.0,SE,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1285052,Source2,3,2020-11-02 18:04:43,2020-11-02 19:05:08,37.541222,-77.427017,,,0.0,Right lane blocked due to accident on I-95 Southbound at Exit 74C US-360 Oliver Hill Way.,I-95 S,Richmond,Richmond City,VA,23219,US,US/Eastern,KRIC,2020-11-02 17:54:00,45.0,43.0,42.0,29.96,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1731673,Source2,3,2019-12-22 19:51:20,2019-12-22 22:49:05,26.154699,-81.345108,,,0.0,Left lane blocked due to accident on I-75 Northbound after Exit 80 FL-29.,State Road 29,Ochopee,Collier,FL,34141,US,US/Eastern,KMKY,2019-12-22 19:56:00,71.0,71.0,93.0,29.96,5.0,E,10.0,0.09,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2422335,Source2,3,2018-12-31 19:58:45,2018-12-31 20:43:15,33.912136,-84.379242,,,0.0,Right lane blocked due to accident on I-285 Westbound at GA-9 Roswell Rd.,GA-407 E,Atlanta,Fulton,GA,30342,US,US/Eastern,KPDK,2018-12-31 19:53:00,66.0,,81.0,30.01,9.0,South,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5924819,Source1,2,2021-12-20 11:52:32,2021-12-20 13:49:30,28.12413096414507,-80.70581316909454,28.16702096414507,-80.70573316909454,2.963,Slow traffic on I-95 N from FL-518/Eau Gallie Blvd/Exit 72 (I-95) to Pineda Cswy (I-95) due to accident.,I-95,Melbourne,Brevard,FL,32934,US,US/Eastern,KMLB,2021-12-20 11:53:00,79.0,79.0,74.0,29.98,10.0,NE,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6017258,Source1,4,2021-10-08 22:14:30,2021-10-09 00:17:22,37.300557,-77.391503,37.289816,-77.390151,0.746,On I-95 at mile marker 57.2 in the County of Chesterfield motorists can expect delays due to a multi-vehicle crash. All south lanes are closed. Traffic backups are approximately 1.5 miles.,I-95 S,Colonial Heights,Chesterfield,VA,23834,US,US/Eastern,KPTB,2021-10-08 22:15:00,63.0,63.0,92.0,29.82,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4526322,Source1,2,2022-11-18 16:41:00,2022-11-18 18:51:40,40.428926,-79.933222,40.428784,-79.938662,0.286,Multi vehicle crash on I-376 westbound 0 miles WEST of Exit 74: SQUIRREL HILL/HOMESTEAD. There is a ramp restriction.,I-376 W,Pittsburgh,Allegheny,PA,15217,US,US/Eastern,KAGC,2022-11-18 16:53:00,30.0,20.0,59.0,28.76,10.0,W,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-702806,Source2,2,2022-02-21 08:52:19,2022-02-21 09:36:12,39.836102,-82.99987,,,0.0,Crash on US-23 High St near London Groveport Rd.,S High St,Lockbourne,Franklin,OH,43137,US,US/Eastern,KLCK,2022-02-21 08:55:00,44.0,40.0,47.0,29.38,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-593782,Source3,3,2022-06-14 17:24:37,2022-06-14 18:08:54,38.775478,-90.340782,,,0.0,Three lane blocked due to crash on I-270 Eastbound at Exit 26A I-170 Exits 10A 10B.,I-270 E,Hazelwood,St. Louis County,MO,63042,US,US/Central,KSTL,2022-06-14 17:51:00,96.0,96.0,43.0,29.2,10.0,S,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7655057,Source1,2,2017-11-02 07:05:01,2017-11-02 13:05:01,32.732820000000004,-97.39661,32.73276,-97.38778,0.513,At Hulen St/Exit 10 - Accident.,US-377 N,Fort Worth,Tarrant,TX,76107,US,US/Central,KAWN,2017-11-02 07:00:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1226027,Source2,2,2020-12-16 17:17:48,2020-12-16 18:02:36,43.198009000000006,-77.73201800000002,,,0.0,Accident on NY-386 Elmgrove Rd at Straub Rd.,Straub Rd,Rochester,Monroe,NY,14626-4240,US,US/Eastern,KROC,2020-12-16 17:08:00,21.0,11.0,88.0,29.56,2.0,E,9.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-383873,Source2,3,2017-03-28 17:45:20,2017-03-28 18:30:06,40.199093,-74.66342900000002,,,0.01,Left hand shoulder blocked due to accident on I-195 Eastbound at Exits 3A 3B Yardville Hamilton Squ Rd.,Yardville Hamilton Squ Rd,Trenton,Mercer,NJ,08691,US,US/Eastern,KTTN,2017-03-28 17:53:00,46.9,,97.0,29.85,1.2,NE,8.1,0.13,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6423274,Source1,2,2021-01-22 21:19:00,2021-01-22 22:34:26,30.402852000000006,-87.37289399999997,30.402822,-87.374043,0.069,Incident on W HIGHWAY 98 near FL-30 Drive with caution., W Highway 98,Pensacola,Escambia,FL,32506-6235,US,US/Central,KNPA,2021-01-22 21:16:00,62.0,62.0,90.0,29.99,10.0,NNE,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2365710,Source2,2,2019-01-29 10:18:18,2019-01-29 11:03:00,42.970001,-85.639984,,,0.0,Accident on Michigan St at Fuller Ave.,Michigan St NE,Grand Rapids,Kent,MI,49503-2002,US,US/Eastern,KGRR,2019-01-29 10:15:00,15.1,-2.5,80.0,29.73,0.2,SW,20.7,0.0,Heavy Snow,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6443699,Source1,2,2021-02-16 14:25:05,2021-02-16 15:42:31,25.76972300000001,-80.324597,25.769864,-80.32460400000002,0.01,Incident on SW 79TH AVE NB near W FLAGLER ST Expect delays., W Flagler St,Miami,Miami-Dade,FL,33144-2202,US,US/Eastern,KMIA,2021-02-16 14:29:00,82.0,82.0,71.0,29.97,10.0,WSW,9.0,0.0,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2498975,Source2,2,2018-10-04 19:44:25,2018-10-04 20:29:13,36.263081,-86.690475,,,0.0,Accident on Randy Rd at Old Hickory Blvd.,Randy Rd,Madison,Davidson,TN,37115-4176,US,US/Central,KBNA,2018-10-04 19:53:00,78.1,,71.0,30.04,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-6379875,Source1,2,2021-01-25 04:31:00,2021-01-25 07:53:59,34.106664,-117.674616,34.106672,-117.673969,0.037,OCCD POSS AT I210 W EO MOUNTAIN AVE. 1039 RP -- WILL STEP OUT AND MAKE CONTACT WITH UNIT -- CPZ FRONTAGE RD, W Foothill Blvd,Upland,San Bernardino,CA,91786-3638,US,US/Pacific,KONT,2021-01-25 04:53:00,44.0,44.0,85.0,28.68,7.0,VAR,3.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7318538,Source1,2,2019-12-17 10:24:00,2019-12-17 10:58:44,33.91298,-118.17988,33.91298,-118.17988,0.0,At I-105 - Accident.,Glenn Anderson Fwy W,Paramount,Los Angeles,CA,90723,US,US/Pacific,KLGB,2019-12-17 10:53:00,63.0,63.0,11.0,30.19,10.0,NE,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6305882,Source1,2,2021-09-10 15:24:38,2021-09-10 15:45:18,30.534149408194853,-90.98768591837413,30.527409408194853,-90.99145591837411,0.517,Stationary traffic on LA-37 from LA-64/Magnolia Bridge Rd (Greenwell Springs Rd/LA-37) to Sullivan Rd (Greenwell Springs Rd/LA-37) due to accident., Greenwell Springs Rd,Greenwell Springs,East Baton Rouge,LA,70739-4836,US,US/Central,KBTR,2021-09-10 15:53:00,85.0,85.0,38.0,29.95,10.0,NNE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2968384,Source2,2,2018-03-25 13:39:20,2018-03-25 14:08:57,35.352455,-118.932076,,,0.0,1 right lane blocked due to accident on CA-58 Westbound at Exit 116 Fairfax Rd.,CA-58 W,Bakersfield,Kern,CA,93307,US,US/Pacific,KBFL,2018-03-25 13:54:00,57.0,,47.0,30.1,10.0,WNW,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5417708,Source1,2,2022-11-07 12:41:00.000000000,2022-11-07 12:54:30.000000000,34.081699,-117.71548,34.083895,-117.69302,1.294,Slow traffic on San Bernardino Fwy E - I-10 E from Indian Hill Blvd/Exit 47 (I-10) to Central Ave (I-10) due to accident.,I-10 E,Claremont,Los Angeles,CA,91711,US,US/Pacific,KPOC,2022-11-07 12:47:00,,,,28.91,7.0,S,6.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-361880,Source2,2,2017-03-03 07:34:16,2017-03-03 08:18:28,33.584049,-81.836143,,,0.0,Accident on SC-144 Bettis Academy Rd at Weldon Way.,Weldon Way,Graniteville,Aiken,SC,29829,US,US/Eastern,KAIK,2017-03-03 07:35:00,32.0,,87.0,30.46,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6701408,Source1,2,2020-12-31 20:46:00,2020-12-31 22:07:07,37.701119,-121.849364,37.700985,-121.833938,0.843,EB 580 JEO EL CHARRO. A118-064 REQ 1185 - GRY HOND ACC MAJ FE DMG,El Charro Rd,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,2020-12-31 20:53:00,44.0,42.0,82.0,29.7,10.0,E,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5108686,Source1,2,2022-12-10 22:24:30,2022-12-10 23:01:00,37.349877,-121.861506,37.362772,-121.887887,1.7009999999999998,Stationary traffic on Bayshore Fwy N - US-101 N from Alum Rock Ave/Santa Clara St (US-101) to Oakland Rd (US-101) due to accident.,Bayshore Fwy N,San Jose,Santa Clara,CA,95116,US,US/Pacific,KRHV,2022-12-10 21:55:00,52.0,52.0,88.0,29.57,5.0,SSW,3.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2415414,Source2,2,2018-12-26 04:17:22,2018-12-26 04:46:47,39.058849,-77.12129200000003,,,0.0,Partially blocked due to serious accident on MD-355 Rockville Pike near Rollins Ave.,Twinbrook Pkwy,Rockville,Montgomery,MD,20852,US,US/Eastern,KGAI,2018-12-26 03:56:00,21.0,,88.0,30.54,10.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1409998,Source2,2,2020-08-03 18:27:51,2020-08-03 19:12:36,33.199203000000004,-87.550667,,,0.0,Right lane blocked due to accident on 15th St Southbound at 10th Ave.,15th St,Tuscaloosa,Tuscaloosa,AL,35401,US,US/Central,KTCL,2020-08-03 18:53:00,88.0,88.0,49.0,29.72,10.0,W,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4337899,Source1,2,2022-03-11 19:46:47,2022-03-11 21:03:40,34.065255,-81.033557,34.064899,-81.032327,0.075,Incident on BUCKNER RD near CORT RD Drive with caution.,Buckner Rd,Columbia,Richland,SC,29203,US,US/Eastern,KCUB,2022-03-11 19:53:00,54.0,54.0,93.0,29.7,2.0,VAR,3.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-3681395,Source1,2,2023-03-30 08:57:30,2023-03-30 10:48:30,37.78351,-121.225307,37.789226,-121.300328,4.115,Stationary traffic on CA-120 W from Main St (CA-120) to I-5 (CA-120) due to accident.,CA-120 W,Manteca,San Joaquin,CA,95337,US,US/Pacific,KSCK,2023-03-30 08:55:00,47.0,44.0,86.0,29.91,10.0,W,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1031744,Source2,3,2021-05-25 13:05:00,2021-05-25 15:38:48,32.647675,-96.864227,,,0.0,One lane blocked due to accident on I-20 Eastbound at Wheatland Rd.,W Wheatland Rd,Dallas,Dallas,TX,75237,US,US/Central,KRBD,2021-05-25 12:53:00,69.0,69.0,87.0,29.23,10.0,ENE,8.0,0.01,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6656198,Source1,2,2020-09-25 15:45:30,2020-09-26 02:25:00,34.063877000000005,-117.824914,34.068667,-117.798864,1.527,Stationary traffic on I-10 from The Mall Rd (I-10) to CA-71/CA-57/W Orange Grove Ave (I-10) due to accident.,I-10 E,Pomona,Los Angeles,CA,91768,US,US/Pacific,KPOC,2020-09-25 15:47:00,84.0,84.0,37.0,28.85,10.0,WSW,12.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2551827,Source2,2,2018-10-29 16:24:15,2018-10-29 16:53:56,29.851318,-95.509583,,,0.0,HOV lane blocked due to accident on US-290 Northwest Fwy Westbound at Tidwell Rd.,Northwest Fwy W,Houston,Harris,TX,77040,US,US/Central,KDWH,2018-10-29 16:53:00,82.9,,42.0,30.04,10.0,SSW,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-546584,Source2,1,2022-08-04 06:38:35,2022-08-04 08:49:00,40.17234000000001,-76.19654799999998,,,0.0,Crash on Niss Ave at PA-272 Reading Rd.,S Reading Rd,Ephrata,Lancaster,PA,17522-1832,US,US/Eastern,KLNS,2022-08-04 06:53:00,71.0,71.0,87.0,29.63,6.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6395319,Source1,2,2021-02-11 04:17:00,2021-02-11 05:57:21,37.419761,-77.437118,37.421236,-77.437497,0.104,Incident on JEFFERSON DAVIS HWY near GAYLAND AVE Drive with caution., Jefferson Davis Hwy,North Chesterfield,Chesterfield,VA,23237-4436,US,US/Eastern,KFCI,2021-02-11 04:28:00,36.0,36.0,100.0,29.86,7.0,ENE,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7455420,Source1,2,2019-02-27 12:17:58,2019-02-27 16:17:58,43.702719,-121.477371,43.702473,-121.477535,0.019,At OR-31/Fremont Hwy - Accident., Highway 97,La Pine,Deschutes,OR,97739,US,US/Pacific,KBDN,2019-02-27 12:15:00,21.2,,68.0,29.84,9.0,North,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6551931,Source1,2,2021-01-22 12:05:00,2021-01-22 16:18:00,39.93229,-75.587179,39.93914,-75.590163,0.499,Stationary traffic on US-322 W - US-202 N from PA-926/Street Rd (US-322/US-202) to US-322 Bus/High St (US-322/US-202) due to accident., Wilmington Pike,West Chester,Chester,PA,19382-7421,US,US/Eastern,KOQN,2021-01-22 12:15:00,41.0,32.0,42.0,29.08,10.0,WNW,17.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5782206,Source1,2,2021-05-03 23:39:00,2021-05-04 00:54:12,28.3652,-81.455432,28.366041,-81.457326,0.129,Incident on SAN GABRIEL WAY near ENTRADA DR Drive with caution., Entrada Dr,Orlando,Orange,FL,32837-4799,US,US/Eastern,KMCO,2021-05-03 23:53:00,73.0,73.0,87.0,29.9,10.0,S,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-67990,Source2,2,2016-10-31 12:09:31,2016-10-31 12:44:00,34.157112,-118.448685,,,0.01,Right hand shoulder blocked due to accident on US-101 Northbound at Exit 17 Van Nuys Blvd.,US-101 N,Sherman Oaks,Los Angeles,CA,91403,US,US/Pacific,KVNY,2016-10-31 11:51:00,66.0,,65.0,30.04,10.0,Variable,3.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5749110,Source1,2,2021-12-07 11:58:17,2021-12-07 13:35:26,45.076052,-93.350752,45.075684,-93.327584,1.131,Incident on I-94 EB near ZANE AVE Drive with caution.,I-694 E,Minneapolis,Hennepin,MN,55429,US,US/Central,KMIC,2021-12-07 11:53:00,14.0,5.0,77.0,29.13,3.0,SE,6.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6506204,Source1,2,2021-01-23 17:38:39,2021-01-23 19:56:40,42.912629,-85.615932,42.912627,-85.613414,0.127,Incident on 28TH ST near HOUSE 2120 Drive with caution., 28th St SE,Grand Rapids,Kent,MI,49508-1550,US,US/Eastern,KGRR,2021-01-23 17:53:00,26.0,18.0,66.0,29.34,10.0,WSW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2488315,Source2,3,2018-09-30 07:34:36,2018-09-30 08:15:00,32.565445000000004,-117.073517,,,0.0,Accident on I-5 Northbound at Exit 3 CA-905.,CA-905 W,San Ysidro,San Diego,CA,92173,US,US/Pacific,KSDM,2018-09-30 07:53:00,66.9,,81.0,29.86,7.0,SE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3200889,Source2,3,2017-11-22 22:09:08,2017-11-22 22:38:26,28.37311,-81.50769,,,0.6200000047683716,Exit ramp from I-4 Eastbound at Exit 68 to FL-545 lane blocked due to accident.,I-4 E,Orlando,Orange,FL,32821,US,US/Eastern,KMCO,2017-11-22 21:53:00,68.0,,93.0,29.99,10.0,NNE,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7037974,Source1,2,2020-05-19 15:00:35,2020-05-19 15:15:35,40.00123,-75.2762,40.00123,-75.2762,0.0,At Church Rd - Accident., E Wynnewood Rd,Wynnewood,Montgomery,PA,19096-2010,US,US/Eastern,KPHL,2020-05-19 14:54:00,66.0,66.0,29.0,30.25,10.0,E,29.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3228650,Source2,3,2017-10-06 07:09:08,2017-10-06 07:38:45,26.655329,-80.069389,,,0.0,Left hand shoulder blocked due to accident on I-95 Southbound around Exit 66 FL-882 Forest Hill Blvd.,I-95 N,West Palm Beach,Palm Beach,FL,33405,US,US/Eastern,KPBI,2017-10-06 06:53:00,80.1,,94.0,29.93,10.0,ESE,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1674270,Source2,2,2020-01-01 06:52:22,2020-01-01 07:36:01,38.19257,-85.73219300000002,,,1.809999942779541,Exit ramp from I-65 Eastbound at Exits 130 131A 131B to I-264 Northbound shoulder blocked due to accident.,Dr Martin Luther King Jr Expy S,Louisville,Jefferson,KY,40213,US,US/Eastern,KSDF,2020-01-01 06:56:00,36.0,31.0,73.0,29.45,10.0,SW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1642159,Source2,2,2020-02-11 07:35:29,2020-02-11 08:38:47,42.010201,-88.39901,,,0.0,Accident on CR-80 Corron Rd at CR-17 Bowes Rd.,40W188 Bowes Rd,Elgin,Kane,IL,60124-8382,US,US/Central,KDPA,2020-02-11 07:52:00,26.0,18.0,81.0,29.29,8.0,WNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7307570,Source1,4,2019-12-10 08:31:35,2019-12-10 09:00:04,29.94858,-95.76964,29.98338,-95.76944,2.404,Closed at US-290 - Road closed due to accident.,Grand Pkwy N,Hockley,Harris,TX,77447,US,US/Central,KTME,2019-12-10 08:35:00,48.0,42.0,100.0,29.95,2.0,NNE,15.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2762914,Source2,2,2018-06-15 10:27:43,2018-06-15 10:57:20,43.14996,-77.65340400000002,,,0.0,Accident on Depew St at West Ave.,West Ave,Rochester,Monroe,NY,14611-2425,US,US/Eastern,KROC,2018-06-15 10:54:00,73.0,,42.0,30.04,10.0,North,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7047390,Source1,2,2020-05-22 20:52:00,2020-05-22 22:24:33,33.873477,-118.193472,33.873477,-118.193472,0.0,At CA-91 - Accident.,I-710 N,Long Beach,Los Angeles,CA,90805,US,US/Pacific,KLGB,2020-05-22 20:53:00,62.0,62.0,75.0,29.82,10.0,S,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2033701,Source2,2,2019-06-04 04:16:06,2019-06-04 06:15:21,39.049732,-123.245522,,,0.0,Lane blocked due to accident on CA-253 Boonville Rd at CA-253 Boonville Rd / Boonville Rd.,Boonville Rd,Ukiah,Mendocino,CA,95482-8890,US,US/Pacific,KUKI,2019-06-04 03:56:00,59.0,59.0,64.0,29.26,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-3861571,Source1,2,2022-04-26 16:59:55,2022-04-26 19:02:24,35.841796,-78.572982,35.844031,-78.574023,0.165,Stationary traffic from Buffaloe Rd (N New Hope Rd) to US-1/Capital Blvd (N New Hope Rd) due to accident., N New Hope Rd,Raleigh,Wake,NC,27604,US,US/Eastern,KRDU,2022-04-26 16:51:00,67.0,67.0,84.0,29.6,10.0,VAR,5.0,0.06,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4520909,Source1,2,2022-03-11 12:47:35,2022-03-11 13:27:13,30.413483000000006,-91.099257,30.419272,-91.096663,0.429,Stationary traffic on LA-3064 from I-10 (Essen Ln/LA-3064) to LA-73/Jefferson Hwy (Essen Ln/LA-3064) due to accident., Essen Ln,Baton Rouge,East Baton Rouge,LA,70809-2139,US,US/Central,KBTR,2022-03-11 12:53:00,68.0,68.0,78.0,29.8,10.0,N,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5309423,Source1,2,2022-11-18 16:20:46,2022-11-18 17:46:27,25.887286,-80.138756,25.888108,-80.138726,0.057,Incident on W BROADVIEW DR near HOUSE 9730 Drive with caution., 97th St,Miami Beach,Miami-Dade,FL,33154-1908,US,US/Eastern,KOPF,2022-11-18 15:53:00,78.0,78.0,58.0,30.08,10.0,NE,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5120559,Source1,2,2022-10-07 14:16:00,2022-10-07 16:26:26,41.73476,-73.580825,41.735257,-73.580709,0.035,NYSDOT - Region 8: Crash on NY 22 northbound south of N. Nellie Hill Rd (Dover Plains) right shoulder of 2 lanes blocked 3078 NY 22, RT-22,Dover Plains,Dutchess,NY,12522-5933,US,US/Eastern,KPOU,2022-10-07 13:53:00,74.0,74.0,48.0,29.72,10.0,SSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2410191,Source2,2,2018-12-21 09:30:39,2018-12-21 10:00:24,25.773211,-80.33657099999998,,,0.0,Lane blocked due to accident on FL-973 87th Ave at Park Blvd.,NW 87th Ave,Miami,Miami-Dade,FL,33172,US,US/Eastern,KMIA,2018-12-21 09:53:00,71.1,,66.0,29.84,10.0,WSW,20.7,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1225302,Source2,3,2020-12-17 15:17:37,2020-12-17 16:37:07,32.758945000000004,-96.99704,,,0.0,Two lanes blocked due to accident on I-30 Westbound at Belt Line Rd.,Tom Landry Fwy,Grand Prairie,Dallas,TX,75050,US,US/Central,KGPM,2020-12-17 14:50:00,61.0,61.0,27.0,29.57,10.0,SSW,7.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7568544,Source1,3,2018-06-06 19:54:31,2018-06-07 01:54:31,26.20755,-80.13985,26.199111,-80.148776,0.804,Between Cypress Creek Rd/Exit 33 and Andrews Ave - Accident. Left lane blocked.,I-95 S,Fort Lauderdale,Broward,FL,33334,US,US/Eastern,KFXE,2018-06-06 19:53:00,75.9,,91.0,29.94,6.0,NE,9.2,0.29,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2146828,Source2,2,2019-04-03 10:57:42,2019-04-03 13:27:06,34.05986,-118.183418,,,0.0,Accident on Bonnie Beach Pl at Medford St.,N Bonnie Beach Pl,Los Angeles,Los Angeles,CA,90063-1603,US,US/Pacific,KCQT,2019-04-03 10:47:00,63.0,63.0,63.0,29.89,10.0,VAR,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2718280,Source2,2,2018-07-23 08:57:50,2018-07-23 09:27:37,35.131245,-81.108643,,,0.0,Accident on Oakridge Rd at Bellaire Cir.,Bellaire Cir,Clover,York,SC,29710-9673,US,US/Eastern,KAKH,2018-07-23 08:54:00,72.0,,84.0,29.84,10.0,NE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2511817,Source2,2,2018-10-10 16:14:57,2018-10-10 16:44:43,36.06824500000001,-95.922142,,,0.0,Accident on Yale Ave at 66th St.,E 66th St,Tulsa,Tulsa,OK,74136,US,US/Central,KRVS,2018-10-10 15:53:00,63.0,,54.0,29.97,10.0,Variable,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7145972,Source1,2,2020-03-30 14:50:00,2020-03-30 18:43:35,40.612519,-120.245603,40.612519,-120.245603,0.0,At School House Rd - Accident.,US Highway 395 E,Madeline Plains,Lassen,CA,,US,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1041238,Source2,2,2021-05-18 05:47:33,2021-05-18 06:19:01,32.754662,-96.68557,,,0.0,Accident on Utica Dr at Jennie Lee Ln.,Jennie Lee Ln,Dallas,Dallas,TX,75227,US,US/Central,KHQZ,2021-05-18 05:55:00,65.0,65.0,97.0,29.35,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
